457	takeover	457	222
458	record	458	221
459	services	459	221
460	expects	460	221
461	orders	461	221
462	Big	462	220
463	certain	463	218
464	11	464	218
465	official	465	218
466	research	466	218
467	demand	467	217
468	earthquake	468	217
469	junk	469	217
470	here	470	217
471	Jones	471	216
472	my	472	216
473	August	473	215
474	news	474	215
475	need	475	213
476	3	476	213
477	25	477	213
478	senior	478	213
479	old	479	213
480	priced	480	213
481	On	481	212
482	control	482	212
483	know	483	211
484	employees	484	211
485	power	485	211
486	took	486	211
487	Inc	487	210
488	Dow	488	210
489	gain	489	210
490	Francisco	490	209
491	40	491	208
492	nearly	492	207
493	comment	493	207
494	13	494	206
495	members	495	205
496	Ms.	496	205
497	level	497	205
498	possible	498	205
499	annual	499	205
500	example	500	205
501	Monday	501	204
502	5	502	204
503	Texas	503	204
504	Chicago	504	204
505	Ford	505	203
506	drop	506	203
507	meeting	507	203
508	proposed	508	202
509	purchase	509	200
510	Senate	510	200
511	Tuesday	511	199
512	}	512	199
513	show	513	199
514	return	514	199
515	decline	515	198
516	While	516	198
517	paid	517	198
518	General	518	198
519	addition	519	197
520	workers	520	197
521	October	521	197
522	future	522	197
523	{	523	196
524	deal	524	195
525	composite	525	195
526	changes	526	195
527	rise	527	195
528	proposal	528	195
529	often	529	195
530	product	530	195
531	estimated	531	195
532	South	532	194
533	Robert	533	194
534	latest	534	193
535	city	535	193
536	nation	536	192
537	later	537	192
538	expect	538	192
539	filed	539	191
540	executives	540	191
541	almost	541	191
542	volume	542	191
543	line	543	190
544	Washington	544	190
545	life	545	190
546	paper	546	190
547	amount	547	190
548	top	548	189
549	administration	549	189
550	building	550	189
551	better	551	189
552	named	552	188
553	decision	553	188
554	position	554	188
555	charge	555	188
556	outstanding	556	187
557	makes	557	187
558	offered	558	187
559	America	559	186
560	include	560	186
561	nine	561	186
562	spending	562	186
563	Europe	563	186
564	national	564	185
565	others	565	185
566	...	566	184
567	customers	567	184
568	acquisition	568	183
569	area	569	183
570	enough	570	183
571	transaction	571	183
572	Ltd.	572	183
573	order	573	182
574	times	574	182
575	currently	575	182
576	came	576	182
577	found	577	181
578	began	578	181
579	received	579	181
580	trying	580	180
581	us	581	180
582	500	582	180
583	able	583	179
584	James	584	178
585	estate	585	177
586	again	586	176
587	Warner	587	176
588	Union	588	176
589	4	589	176
590	European	590	176
591	service	591	175
592	East	592	174
593	yet	593	173
594	commercial	594	173
595	told	595	173
596	division	596	173
597	your	597	172
598	previous	598	172
599	holding	599	171
600	lot	600	171
601	dropped	601	171
602	9	602	171
603	investor	603	171
604	provide	604	171
605	every	605	170
606	ca	606	170
607	So	607	170
608	've	608	170
609	important	609	170
610	programs	610	169
611	Capital	611	169
612	claims	612	169
613	private	613	168
614	rights	614	168
615	China	615	167
616	31	616	166
617	never	617	166
618	whose	618	166
619	information	619	166
620	Association	620	166
621	buy-out	621	165
622	best	622	165
623	fall	623	165
624	got	624	165
625	local	625	165
626	inflation	626	165
627	shareholders	627	165
628	suit	628	165
629	Corp	629	165
630	charges	630	164
631	Tokyo	631	164
632	dollars	632	164
633	action	633	164
634	managers	634	164
635	additional	635	164
636	units	636	163
637	Co	637	163
638	gains	638	163
639	low	639	162
640	keep	640	162
641	away	641	162
642	within	642	162
643	things	643	162
644	manager	644	162
645	once	645	162
646	July	646	161
647	raise	647	161
648	Mrs.	648	161
649	United	649	161
650	computers	650	161
651	car	651	160
652	financing	652	160
653	June	653	160
654	TV	654	160
655	via	655	159
656	Sept.	656	159
657	construction	657	158
658	development	658	158
659	marketing	659	158
660	terms	660	158
661	contracts	661	157
662	believe	662	157
663	consumer	663	157
664	Los	664	156
665	1\/4	665	156
666	lost	666	156
667	run	667	156
668	potential	668	156
669	below	669	156
670	March	670	155
671	force	671	155
672	IBM	672	155
673	restructuring	673	155
674	What	674	154
675	full	675	154
676	gas	676	154
677	Jaguar	677	154
678	taken	678	154
679	auto	679	154
680	Western	680	153
681	following	681	153
682	Fed	682	153
683	Now	683	153
684	continued	684	153
685	getting	685	152
686	Boston	686	152
687	You	687	151
688	fact	688	151
689	Last	689	151
690	6	690	151
691	subsidiary	691	150
692	equipment	692	150
693	With	693	150
694	family	694	150
695	risk	695	150
696	To	696	150
697	above	697	150
698	find	698	150
699	7	699	149
700	place	700	149
701	probably	701	149
702	bills	702	149
703	Air	703	149
704	account	704	149
705	approved	705	148
706	advertising	706	148
707	effort	707	148
708	noted	708	148
709	60	709	148
710	special	710	147
711	holders	711	147
712	itself	712	147
713	dividend	713	146
714	head	714	146
715	equity	715	146
716	These	716	146
717	cases	717	146
718	effect	718	146
719	Pacific	719	145
720	White	720	145
721	David	721	145
722	face	722	145
723	available	723	145
724	D.	724	145
725	figures	725	145
726	data	726	144
727	drug	727	144
728	international	728	144
729	reached	729	143
730	legal	730	143
731	After	731	143
732	City	732	143
733	Commission	733	142
734	technology	734	142
735	personal	735	142
736	statement	736	142
737	Sales	737	142
738	led	738	141
739	included	739	141
740	reduce	740	141
741	However	741	141
742	cars	742	141
743	Chairman	743	141
744	budget	744	140
745	Although	745	140
746	loan	746	140
747	open	747	140
748	using	748	140
749	bought	749	139
750	efforts	750	139
751	Under	751	139
752	department	752	139
753	look	753	138
754	asked	754	138
755	known	755	138
756	rather	756	137
757	clear	757	137
758	left	758	137
759	payments	759	137
760	health	760	137
761	1986	761	137
762	ad	762	137
763	University	763	137
764	Revenue	764	136
765	defense	765	136
766	By	766	136
767	team	767	136
768	An	768	136
769	working	769	136
770	increases	770	135
771	approval	771	135
772	reports	772	135
773	remain	773	135
774	coming	774	135
775	biggest	775	135
776	acquired	776	135
777	judge	777	134
778	Many	778	134
779	soon	779	134
780	domestic	780	134
781	banking	781	134
782	saying	782	134
783	job	783	134
784	portfolio	784	134
785	gained	785	133
786	talks	786	133
787	similar	787	133
788	calls	788	133
789	16	789	133
790	raised	790	133
791	either	791	133
792	states	792	133
793	18	793	133
794	clients	794	132
795	long-term	795	132
796	5\/8	796	131
797	profits	797	131
798	hard	798	131
799	Angeles	799	131
800	parent	800	131
801	looking	801	130
802	posted	802	130
803	levels	803	130
804	groups	804	130
805	Germany	805	130
806	committee	806	130
807	Canadian	807	130
808	Britain	808	129
809	lawyers	809	129
810	union	810	129
811	makers	811	129
812	short	812	128
813	failed	813	128
814	damage	814	128
815	countries	815	128
816	finance	816	128
817	Most	817	128
818	went	818	128
819	airline	819	128
820	Columbia	820	127
821	helped	821	127
822	#	822	127
823	Michael	823	127
824	interests	824	127
825	lead	825	127
826	Hong	826	127
827	along	827	127
828	me	828	127
829	network	829	127
830	directors	830	126
831	Court	831	126
832	completed	832	126
833	different	833	126
834	investments	834	125
835	German	835	125
836	industrial	836	125
837	despite	837	125
838	growing	838	125
839	although	839	125
840	wants	840	125
841	William	841	125
842	Canada	842	125
843	strategy	843	125
844	'm	844	125
845	something	845	125
846	given	846	124
847	World	847	124
848	question	848	124
849	options	849	124
850	doing	850	124
851	goods	851	123
852	slightly	852	123
853	process	853	123
854	14	854	123
855	systems	855	122
856	Financial	856	122
857	estimates	857	122
858	involved	858	122
859	particularly	859	122
860	hit	860	122
861	food	861	122
862	percentage	862	122
863	manufacturing	863	122
864	performance	864	122
865	Even	865	122
866	marks	866	122
867	State	867	121
868	Series	868	121
869	build	869	121
870	Drexel	870	121
871	S&P	871	121
872	remains	872	121
873	toward	873	121
874	role	874	120
875	Committee	875	120
876	television	876	120
877	seeking	877	120
878	really	878	120
879	having	879	120
880	leaders	880	120
881	Kong	881	120
882	17	882	120
883	huge	883	120
884	name	884	119
885	scheduled	885	119
886	200	886	119
887	GM	887	119
888	themselves	888	119
889	legislation	889	119
890	individual	890	119
891	plants	891	119
892	project	892	118
893	previously	893	118
894	especially	894	118
895	property	895	117
896	North	896	117
897	begin	897	117
898	concerns	898	116
899	disclosed	899	116
900	7\/8	900	116
901	Merrill	901	116
902	year-earlier	902	116
903	acquire	903	116
904	pressure	904	116
905	basis	905	116
906	3\/8	906	116
907	range	907	116
908	vote	908	115
909	leading	909	115
910	Richard	910	115
911	military	911	115
912	buyers	912	115
913	French	913	115
914	always	914	115
915	hold	915	115
916	owns	916	115
917	reason	917	115
918	start	918	115
919	Wednesday	919	114
920	course	920	114
921	measure	921	114
922	includes	922	114
923	currency	923	114
924	accounts	924	114
925	Calif.	925	114
926	started	926	114
927	producers	927	113
928	fourth	928	113
929	activity	929	113
930	Thursday	930	113
931	hours	931	113
932	ever	932	113
933	stores	933	113
934	key	934	113
935	joint	935	113
936	attorney	936	113
937	issued	937	113
938	rules	938	112
939	venture	939	112
940	seen	940	112
941	Bay	941	112
942	adds	942	112
943	Dec.	943	112
944	competition	944	112
945	largely	945	112
946	institutions	946	111
947	view	947	111
948	Industries	948	111
949	April	949	111
950	1\/8	950	111
951	brokerage	951	111
952	related	952	111
953	Rep.	953	111
954	steel	954	111
955	recession	955	111
956	Judge	956	111
957	allow	957	110
958	abortion	958	110
959	significant	959	110
960	Lynch	960	110
961	All	961	110
962	'll	962	110
963	areas	963	110
964	thing	964	110
965	J.	965	110
966	heavy	966	110
967	done	967	109
968	seems	968	109
969	try	969	109
970	taking	970	109
971	outside	971	109
972	Among	972	109
973	great	973	109
974	reduced	974	109
975	settlement	975	108
976	needed	976	108
977	estimate	977	108
978	campaign	978	108
979	study	979	108
980	independent	980	108
981	required	981	108
982	`	982	108
983	generally	983	107
984	She	984	107
985	Business	985	107
986	bad	986	107
987	meet	987	107
988	seven	988	107
989	turn	989	107
990	quickly	990	107
991	black	991	107
992	magazine	992	107
993	December	993	107
994	Shearson	994	106
995	staff	995	106
996	benefits	996	106
997	reserves	997	106
998	retail	998	106
999	receive	999	106
1000	turned	1000	106
1001	near	1001	106
1002	mortgage	1002	106
1003	form	1003	106
1004	means	1004	106
1005	subject	1005	105
1006	impact	1006	105
1007	PLC	1007	105
1008	seek	1008	105
1009	man	1009	105
1010	Eastern	1010	105
1011	dealers	1011	105
1012	arbitrage	1012	105
1013	Still	1013	105
1014	convertible	1014	105
1015	projects	1015	105
1016	simply	1016	105
1017	showed	1017	105
1018	Airlines	1018	105
1019	kind	1019	105
1020	thought	1020	104
1021	produce	1021	104
1022	A.	1022	104
1023	instead	1023	104
1024	free	1024	104
1025	parts	1025	104
1026	aid	1026	104
1027	ahead	1027	104
1028	Meanwhile	1028	104
1029	traded	1029	104
1030	beginning	1030	104
1031	earned	1031	103
1032	brokers	1032	103
1033	gold	1033	103
1034	call	1034	103
1035	situation	1035	103
1036	Investors	1036	103
1037	fees	1037	103
1038	series	1038	103
1039	CBS	1039	103
1040	France	1040	103
1041	Analysts	1041	103
1042	difficult	1042	102
1043	limited	1043	102
1044	seem	1044	102
1045	150	1045	102
1046	house	1046	102
1047	considered	1047	102
1048	taxes	1048	101
1049	shareholder	1049	101
1050	eight	1050	101
1051	Trust	1051	101
1052	Journal	1052	101
1053	labor	1053	101
1054	trust	1054	101
1055	smaller	1055	100
1056	returns	1056	100
1057	Both	1057	100
1058	floor	1058	100
1059	merger	1059	100
1060	Morgan	1060	100
1061	lines	1061	100
1062	longer	1062	100
1063	Institute	1063	100
1064	boost	1064	100
1065	Dr.	1065	99
1066	pilots	1066	99
1067	hurt	1067	99
1068	summer	1068	99
1069	increasing	1069	99
1070	Moody	1070	99
1071	test	1071	99
1072	sent	1072	99
1073	school	1073	99
1074	deficit	1074	99
1075	changed	1075	99
1076	daily	1076	99
1077	Since	1077	99
1078	crash	1078	98
1079	owned	1079	98
1080	history	1080	98
1081	partner	1081	98
1082	majority	1082	98
1083	Express	1083	98
1084	planned	1084	98
1085	anything	1085	98
1086	became	1086	97
1087	men	1087	97
1088	stock-index	1088	97
1089	1992	1089	97
1090	hand	1090	97
1091	usually	1091	97
1092	No	1092	97
1093	Systems	1093	96
1094	note	1094	96
1095	evidence	1095	96
1096	His	1096	96
1097	Average	1097	96
1098	active	1098	96
1099	wanted	1099	96
1100	base	1100	96
1101	announcement	1101	96
1102	leader	1102	96
1103	attempt	1103	96
1104	filing	1104	95
1105	Americans	1105	95
1106	directly	1106	95
1107	supply	1107	95
1108	congressional	1108	95
1109	Service	1109	95
1110	Kidder	1110	95
1111	worth	1111	95
1112	volatility	1112	95
1113	children	1113	95
1114	per	1114	94
1115	limit	1115	94
1116	preferred	1116	94
1117	1985	1117	94
1118	caused	1118	94
1119	Other	1119	94
1120	May	1120	94
1121	yields	1121	94
1122	pound	1122	94
1123	veto	1123	94
1124	de	1124	93
1125	conditions	1125	93
1126	19	1126	93
1127	delivery	1127	93
1128	sharply	1128	93
1129	jumped	1129	93
1130	session	1130	93
1131	70	1131	93
1132	telephone	1132	93
1133	francs	1133	93
1134	Sony	1134	93
1135	spokeswoman	1135	92
1136	designed	1136	92
1137	built	1137	92
1138	Sen.	1138	92
1139	George	1139	92
1140	22	1140	92
1141	light	1141	92
1142	sector	1142	92
1143	Digital	1143	92
1144	1991	1144	92
1145	auction	1145	92
1146	continuing	1146	91
1147	closing	1147	91
1148	Insurance	1148	91
1149	women	1149	91
1150	minimum	1150	91
1151	believes	1151	91
1152	brand	1152	91
1153	Smith	1153	91
1154	rest	1154	91
1155	age	1155	91
1156	transactions	1156	91
1157	24	1157	91
1158	Justice	1158	90
1159	consider	1159	90
1160	size	1160	90
1161	continues	1161	90
1162	wage	1162	90
1163	survey	1163	90
1164	separate	1164	90
1165	center	1165	90
1166	short-term	1166	90
1167	machine	1167	90
1168	regulators	1168	90
1169	Reserve	1169	90
1170	created	1170	90
1171	creditors	1171	90
1172	main	1172	89
1173	Dinkins	1173	89
1174	paying	1174	89
1175	21	1175	89
1176	natural	1176	89
1177	Brothers	1177	89
1178	35	1178	89
1179	decided	1179	89
1180	hopes	1180	89
1181	security	1181	89
1182	Industrial	1182	89
1183	imports	1183	89
1184	80	1184	89
1185	questions	1185	89
1186	comes	1186	89
1187	Guber	1187	89
1188	quake	1188	89
1189	Peter	1189	88
1190	himself	1190	88
1191	1,000	1191	88
1192	member	1192	88
1193	conference	1193	88
1194	sense	1194	88
1195	moves	1195	88
1196	brought	1196	88
1197	tons	1197	88
1198	care	1198	88
1199	According	1199	88
1200	quarterly	1200	87
1201	overseas	1201	87
1202	Peters	1202	87
1203	machines	1203	87
1204	actually	1204	87
1205	initial	1205	87
1206	why	1206	87
1207	Gorbachev	1207	87
1208	produced	1208	87
1209	letter	1209	86
1210	strike	1210	86
1211	effective	1211	86
1212	Fund	1212	86
1213	press	1213	86
1214	23	1214	86
1215	IRS	1215	86
1216	SEC	1216	86
1217	Also	1217	86
1218	behind	1218	86
1219	idea	1219	86
1220	75	1220	86
1221	Its	1221	85
1222	'd	1222	85
1223	Democratic	1223	85
1224	Motor	1224	85
1225	Jr.	1225	85
1226	Bond	1226	85
1227	Qintex	1227	85
1228	Because	1228	85
1229	agencies	1229	85
1230	space	1230	85
1231	side	1231	85
1232	game	1232	85
1233	standard	1233	85
1234	capacity	1234	85
1235	nothing	1235	85
1236	spent	1236	85
1237	software	1237	85
1238	post	1238	84
1239	bring	1239	84
1240	Hugo	1240	84
1241	exports	1241	84
1242	sure	1242	84
1243	Poland	1243	84
1244	feel	1244	84
1245	single	1245	84
1246	matter	1246	84
1247	Management	1247	84
1248	partly	1248	84
1249	actual	1249	84
1250	Nissan	1250	83
1251	expenses	1251	83
1252	unchanged	1252	83
1253	across	1253	83
1254	won	1254	83
1255	allowed	1255	83
1256	improve	1256	83
1257	night	1257	83
1258	Australia	1258	83
1259	package	1259	83
1260	protection	1260	83
1261	leveraged	1261	83
1262	hope	1262	83
1263	newspaper	1263	83
1264	final	1264	83
1265	Democrats	1265	83
1266	sign	1266	83
1267	People	1267	83
1268	shows	1268	83
1269	term	1269	83
1270	forced	1270	83
1271	ability	1271	83
1272	holds	1272	82
1273	whole	1273	82
1274	advanced	1274	82
1275	January	1275	82
1276	followed	1276	82
1277	require	1277	82
1278	trades	1278	82
1279	party	1279	82
1280	rising	1280	82
1281	woman	1281	82
1282	28	1282	82
1283	stop	1283	82
1284	running	1284	82
1285	needs	1285	81
1286	operation	1286	81
1287	apparently	1287	81
1288	media	1288	81
1289	quoted	1289	81
1290	quality	1290	81
1291	45	1291	81
1292	water	1292	81
1293	together	1293	81
1294	Index	1294	81
1295	activities	1295	81
1296	rule	1296	81
1297	90	1297	81
1298	spring	1298	81
1299	specific	1299	81
1300	R.	1300	81
1301	ways	1301	80
1302	Despite	1302	80
1303	consumers	1303	80
1304	Computer	1304	80
1305	closely	1305	80
1306	young	1306	80
1307	avoid	1307	80
1308	thrift	1308	80
1309	let	1309	80
1310	response	1310	80
1311	various	1311	80
1312	payment	1312	79
1313	Supreme	1313	79
1314	offices	1314	79
1315	U.K.	1315	79
1316	article	1316	79
1317	Moreover	1317	79
1318	Baker	1318	79
1319	trial	1319	79
1320	instance	1320	79
1321	Research	1321	79
1322	greater	1322	79
1323	Services	1323	78
1324	decade	1324	78
1325	serious	1325	78
1326	energy	1326	78
1327	economist	1327	78
1328	signed	1328	78
1329	pension	1329	78
1330	play	1330	78
1331	cause	1331	78
1332	Time	1332	78
1333	slow	1333	78
1334	spend	1334	78
1335	focus	1335	77
1336	developed	1336	77
1337	moved	1337	77
1338	emergency	1338	77
1339	district	1339	77
1340	300	1340	77
1341	direct	1341	77
1342	premium	1342	77
1343	jobs	1343	77
1344	gave	1344	77
1345	introduced	1345	77
1346	develop	1346	77
1347	provision	1347	77
1348	field	1348	77
1349	interview	1349	76
1350	valued	1350	76
1351	leave	1351	76
1352	familiar	1352	76
1353	policies	1353	76
1354	figure	1354	76
1355	opened	1355	76
1356	add	1356	76
1357	offset	1357	76
1358	debentures	1358	76
1359	battle	1359	76
1360	appear	1360	75
1361	step	1361	75
1362	stay	1362	75
1363	managing	1363	75
1364	Stanley	1364	75
1365	sharp	1365	75
1366	block	1366	75
1367	contributed	1367	75
1368	feet	1368	75
1369	provides	1369	75
1370	offers	1370	75
1371	win	1371	75
1372	10,000	1372	75
1373	par	1373	74
1374	takes	1374	74
1375	ruling	1375	74
1376	morning	1376	74
1377	existing	1377	74
1378	negative	1378	74
1379	Lehman	1379	74
1380	Lawson	1380	74
1381	deals	1381	74
1382	Communications	1382	74
1383	fully	1383	74
1384	giant	1384	74
1385	29	1385	74
1386	trader	1386	74
1387	highly	1387	74
1388	over-the-counter	1388	73
1389	indicated	1389	73
1390	Yesterday	1390	73
1391	measures	1391	73
1392	relatively	1392	73
1393	interested	1393	73
1394	create	1394	73
1395	talk	1395	73
1396	News	1396	73
1397	chance	1397	72
1398	discount	1398	72
1399	Investment	1399	72
1400	provisions	1400	72
1401	hands	1401	72
1402	Two	1402	72
1403	Valley	1403	72
1404	Data	1404	72
1405	medical	1405	72
1406	climbed	1406	72
1407	target	1407	72
1408	Electric	1408	72
1409	26	1409	72
1410	flat	1410	72
1411	amounts	1411	72
1412	resigned	1412	71
1413	passed	1413	71
1414	2.5	1414	71
1415	economists	1415	71
1416	Not	1416	71
1417	purchases	1417	71
1418	plunge	1418	71
1419	institutional	1419	71
1420	owners	1420	71
1421	willing	1421	71
1422	backed	1422	71
1423	properties	1423	71
1424	larger	1424	71
1425	pence	1425	71
1426	cancer	1426	71
1427	alone	1427	71
1428	Thomas	1428	71
1429	pretax	1429	71
1430	houses	1430	71
1431	worked	1431	70
1432	benefit	1432	70
1433	jury	1433	70
1434	widely	1434	70
1435	provided	1435	70
1436	fear	1436	70
1437	chain	1437	70
1438	Manhattan	1438	70
1439	ads	1439	70
1440	Reagan	1440	70
1441	else	1441	70
1442	unless	1442	70
1443	Santa	1443	70
1444	facilities	1444	70
1445	declines	1445	70
1446	Such	1446	70
1447	Administration	1447	70
1448	-	1448	70
1449	County	1449	70
1450	bankruptcy	1450	70
1451	maintain	1451	70
1452	approach	1452	69
1453	speculation	1453	69
1454	practice	1454	69
1455	USX	1455	69
1456	students	1456	69
1457	necessary	1457	69
1458	lawyer	1458	69
